Id,Label,timeset,indegree,outdegree,Degree,weighted indegree,weighted outdegree,Weighted Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,Authority,Hub,pageranks,componentnumber,strongcompnum,modularity_class,stat_inf_class,clustering
0x8958618332df62af93053cb9c535e26462c959b0,0x8958618332df62af93053cb9c535e26462c959b0,,1,191,192,1,9663,9664,8,0.223781,0.239439,37085.320062,0.000006,0.00024,0.000028,0,10613,7,5,0.01478
0xd454ed303748bb5a433388f9508433ba5d507030,0xd454ed303748bb5a433388f9508433ba5d507030,,3,25,28,11,108,119,8,0.219302,0.228123,6729.378979,0.000033,0.000009,0.000031,0,10613,4,51,0.047619
0xddc50252a3080d5028d1c25261f78f023e9117d5,0xddc50252a3080d5028d1c25261f78f023e9117d5,,0,5,5,0,47866,47866,1,1,1,0,0,0.000002,0.000028,0,10614,5,137,0
0x876eabf441b2ee5b5b0554fd502a8e0600950cfa,"Bitfinex Exchange ",,231,696,927,4794,74631,79425,7,0.239571,0.277219,1134283.375669,0.000002,0.002094,0.000234,0,10613,7,10,0.006795
0x00bdb5699745f5b860228c8f939abf1b9ae374ed,Bitstamp,,0,5,5,0,266553,266553,1,1,1,0,0,0,0.000028,1,10616,6,33,0
0x6fc9bcb6091c01d6d2a530955e633b894ae48256,0x6fc9bcb6091c01d6d2a530955e633b894ae48256,,0,6,6,0,1337,1337,1,1,1,0,0,0.000001,0.000028,0,10620,22,38,0.333333
0xe03c23519e18d64f144d2800e30e81b0065c48b5,0xe03c23519e18d64f144d2800e30e81b0065c48b5,,5,406,411,623,24122,24745,8,0.224088,0.244576,12876,0,0.00035,0.00003,0,10657,4,76,0.00872
0xaeec6f5aca72f3a005af1b3420ab8c8c7009bac8,0xaeec6f5aca72f3a005af1b3420ab8c8c7009bac8,,0,209,209,0,26866,26866,8,0.220821,0.234806,0,0,0.000102,0.000028,0,10670,7,79,0.01417
0x4c59e1b80ca11215c2a53b39651825663048a7ed,0x4c59e1b80ca11215c2a53b39651825663048a7ed,,5,9,14,9,40,49,1,1,1,544.478609,0.000169,0.000005,0.000037,0,606,4,50,0.087912
0xab5c66752a9e8167967685f1450532fb96d5d24f,15 M wallet,,3,322,325,12,152999,153011,1,1,1,75.256075,0.000001,0.00031,0.000032,0,10671,24,88,0.003048
0xe93381fb4c4f14bda253907b18fad305d799241a,0xe93381fb4c4f14bda253907b18fad305d799241a,,1,332,333,3,149458,149461,1,1,1,75.40831,0,0.000325,0.000031,0,10672,24,1,0
0xea2da8672abe1076bcfd229b6b2fdb357c010f93,0xea2da8672abe1076bcfd229b6b2fdb357c010f93,,7,20,27,44,102,146,1,1,1,4284.347562,0.000047,0.00001,0.000064,0,1273,7,3,0.024217
0xf73c3c65bde10bf26c2e1763104e609a41702efe,0xf73c3c65bde10bf26c2e1763104e609a41702efe,,1,378,379,4,27648,27652,8,0.225137,0.249349,12887,0,0.000642,0.000032,0,10717,10,99,0.010596
0x63d118842d21a96b03bdc01672164afea93fd937,0x63d118842d21a96b03bdc01672164afea93fd937,,3,122,125,4,10816,10820,7,0.281071,0.302073,139338.059803,0.000048,0.000158,0.000043,0,10613,7,70,0.015613
0xa453b444a5353c0ae1ae09addc2aecc2427a9d06,0xa453b444a5353c0ae1ae09addc2aecc2427a9d06,,0,5,5,0,29715,29715,1,1,1,0,0,0,0.000028,2,10719,8,34,0
0xb9ee1e551f538a464e8f8c41e9904498505b49b0,0xb9ee1e551f538a464e8f8c41e9904498505b49b0,,0,83,83,0,6298,6298,8,0.222472,0.235603,0,0,0.000158,0.000028,0,10724,24,96,0.022774
0x5fd42a174f812192464d60edf5f15db0d76c454c,0x5fd42a174f812192464d60edf5f15db0d76c454c,,3,10,13,10,149,159,7,0.28062,0.299194,3957.125017,0.000003,0.000015,0.000028,0,10656,7,76,0.269231
0xf33dc87d01c7a1fa2ec09ee5fd94250a9d919e58,0xf33dc87d01c7a1fa2ec09ee5fd94250a9d919e58,,1,3,4,2,14,16,1,1,1,2,0,0.000003,0.000028,0,10663,22,79,0.083333
0x99b58e924a9db695620f81ce94b93f1590395560,0x99b58e924a9db695620f81ce94b93f1590395560,,0,6,6,0,19,19,7,0.280601,0.299078,0,0,0.000007,0.000028,0,10725,7,135,0.266667
0x5c985e89dde482efe97ea9f1950ad149eb73829b,0x5c985e89dde482efe97ea9f1950ad149eb73829b,,1,326,327,1,20359,20360,11,0.134332,0.142323,44.959893,0,0.00032,0.000031,0,10742,24,88,0.009081
0xfa4b5be3f2f84f56703c42eb22142744e95a2c58,0xfa4b5be3f2f84f56703c42eb22142744e95a2c58,,0,323,323,0,19940,19940,1,1,1,0,0,0.000309,0.000028,0,10743,24,90,0
0x7045540552d1fcc2ab1eb64e1f868aeb490606fa,0x7045540552d1fcc2ab1eb64e1f868aeb490606fa,,0,6,6,0,2522,2522,1,1,1,0,0,0.000002,0.000028,0,10744,22,38,0
0xfdb16996831753d5331ff813c29a93c76834a0ad,0xfdb16996831753d5331ff813c29a93c76834a0ad,,1,322,323,3,152885,152888,1,1,1,38.896697,0,0.000317,0.000031,0,10732,24,65,0
0xea1b6b7e02d25574cba76c4c93a37f593990b8d8,0xea1b6b7e02d25574cba76c4c93a37f593990b8d8,,3,10,13,11,41,52,2,0.722222,0.807692,15.390567,0,0.000006,0.00003,0,8792,4,126,0.166667
0xe3031c1bfaa7825813c562cbdcc69d96fcad2087,0xe3031c1bfaa7825813c562cbdcc69d96fcad2087,,0,89,89,0,3833,3833,8,0.219867,0.230023,0,0,0.000183,0.000028,0,10754,7,110,0.008938
0xe452b6b42df7cac9415df4ea4adee5f0c05104c2,0xe452b6b42df7cac9415df4ea4adee5f0c05104c2,,0,6,6,0,24,24,1,1,1,0,0,0.000001,0.000028,0,10755,4,140,0
0xbc2b15e5e105ecb3f2398e541607ab85530274c3,0xbc2b15e5e105ecb3f2398e541607ab85530274c3,,2,9,11,2,527,529,1,1,1,1,0,0.000003,0.00003,0,8816,22,38,0.145455
0xb776c2ebf508b94c3b5125793b891b83accfa7af,0xb776c2ebf508b94c3b5125793b891b83accfa7af,,0,8,8,0,50,50,1,1,1,0,0,0.000005,0.000028,0,10756,4,84,0
0x00472c1e4275230354dbe5007a5976053f12610a,0x00472c1e4275230354dbe5007a5976053f12610a,,0,5,5,0,44964,44964,1,1,1,0,0,0,0.000028,3,10758,9,35,0
0x47e847fd1c3129d59990046aade26e3ccc7caf48,0x47e847fd1c3129d59990046aade26e3ccc7caf48,,12,10,22,236,1961,2197,8,0.193281,0.208399,79953.473938,0.000107,0.000011,0.000033,0,10613,7,82,0.221053
0x46705dfff24256421a05d056c29e81bdc09723b8,0x46705dfff24256421a05d056c29e81bdc09723b8,,2,318,320,4,152294,152298,1,1,1,38.294581,0.000001,0.000309,0.000031,0,10726,24,60,0.003096
0x730952cc677b1f432893d53cbf528baccbbf2441,0x730952cc677b1f432893d53cbf528baccbbf2441,,1,6,7,1,278,279,2,0.666667,0.75,2,0,0.000002,0.000031,0,10521,22,38,0.266667
0x8699965c593315d06fd9dc54358687432a8a0ef7,0x8699965c593315d06fd9dc54358687432a8a0ef7,,4,11,15,39,588,627,7,0.280629,0.29927,4271.479161,0.000125,0.000014,0.000028,0,10613,7,96,0.257143
0xadb2b42f6bd96f5c65920b9ac88619dce4166f94,Huobi Exchange,,2,317,319,4,152902,152906,1,1,1,78.156467,0,0.000304,0.000031,0,10733,24,67,0
0x083578693315741b46295cc38f7ff219e1e3693c,0x083578693315741b46295cc38f7ff219e1e3693c,,0,3,3,0,108,108,2,0.75,0.833333,0,0,0.000001,0.000028,0,10759,7,101,0
0x5a5d9c95a3f328e903f3b4d47aa5556e1f286b27,0x5a5d9c95a3f328e903f3b4d47aa5556e1f286b27,,5,29,34,26,252,278,7,0.280739,0.299971,2365.784358,0.000249,0.000037,0.000028,0,10613,7,148,0.142602
0x1a3d06df3d3dc35e4fc154a10a108f8379721fae,0x1a3d06df3d3dc35e4fc154a10a108f8379721fae,,5,11,16,27,130,157,1,1,1,302.72235,0.000167,0.000009,0.000031,0,9405,4,140,0.091667
0xb0e83c2d71a991017e0116d58c5765abc57384af,0xb0e83c2d71a991017e0116d58c5765abc57384af,,14,28,42,26,156,182,1,1,1,2022.475439,0.000326,0.000043,0.000048,0,987,4,19,0.082462
0xb270c422e3757463e58d1a1b423d91935ef85dcc,0xb270c422e3757463e58d1a1b423d91935ef85dcc,,2,9,11,3,14,17,1,1,1,276.007509,0.000031,0.000008,0.000031,0,10118,4,24,0.1
0x44de6d5f7c661d2fa8af70d26683d0a08d203bc3,0x44de6d5f7c661d2fa8af70d26683d0a08d203bc3,,5,13,18,11,77,88,2,0.7,0.785714,1006.197703,0.000031,0.000009,0.000047,0,1289,24,107,0.106618
0x74a3868811ee9f88f57e3bc7a7c28689774b2c9b,0x74a3868811ee9f88f57e3bc7a7c28689774b2c9b,,0,5,5,0,6608,6608,1,1,1,0,0,0,0.000028,4,10761,11,36,0
0x7d94a43c93caf9c1d5e1b168c3b710906eb79eda,0x7d94a43c93caf9c1d5e1b168c3b710906eb79eda,,0,5,5,0,665,665,1,1,1,0,0,0,0.000028,5,10763,12,37,0
0x308e9c99ac194101c971ffcaca897ac943843de8,0x308e9c99ac194101c971ffcaca897ac943843de8,,3,13,16,8,1658,1666,1,1,1,859.632479,0.000039,0.000004,0.000037,0,650,22,38,0.020833
0x4ff0493940106240437404627d08a6c28914d9af,0x4ff0493940106240437404627d08a6c28914d9af,,1,5,6,1,6,7,1,1,1,25.894117,0.000121,0.000009,0.000028,0,9124,7,19,0.133333
0x1062a747393198f70f71ec65a582423dba7e5ab3,"	Huobi 9",,1,315,316,4,153120,153124,1,1,1,37.988567,0,0.000308,0.000031,0,10735,24,134,0
0x2624edafce546781883c26fc9c461d4c8e782ef9,0x2624edafce546781883c26fc9c461d4c8e782ef9,,1,4,5,4,2631,2635,3,0.366972,0.395833,2,0,0.000009,0.000032,0,8798,7,48,0
0x5e9dc0597865b58947fb3f7e60632032505b6469,0x5e9dc0597865b58947fb3f7e60632032505b6469,,0,8,8,0,29,29,7,0.280638,0.299311,0,0,0.000006,0.000028,0,10764,7,148,0.125
0x33f144aa851e9e55b042f46014bb4f737bc777bf,0x33f144aa851e9e55b042f46014bb4f737bc777bf,,6,14,20,13,126,139,2,0.933333,0.964286,147.980111,0.000031,0.00001,0.000034,0,9655,4,119,0.114379
0x85f73d401ec9efde32fb3d0a9dea1ac3d50173fe,0x85f73d401ec9efde32fb3d0a9dea1ac3d50173fe,,0,4,4,0,10,10,1,1,1,0,0,0.000002,0.000028,0,10765,4,50,0
0x8fc2709164c48bd1c9c8858b17c4f3abddd06764,0x8fc2709164c48bd1c9c8858b17c4f3abddd06764,,4,5,9,8,9,17,1,1,1,293.058891,0.000152,0.000005,0.000054,0,9257,4,128,0.152778
0x6748f50f686bfbca6fe8ad62b22228b87f31ff2b,huobi1,,3,315,318,6,153093,153099,1,1,1,82.809881,0.000001,0.000307,0.000031,0,10734,24,72,0.003095
0x2642b53770a0331014a186c79e0b1a1d40015b32,0x2642b53770a0331014a186c79e0b1a1d40015b32,,1,8,9,2,1920,1922,1,1,1,0.215254,0.000121,0.000003,0.000028,0,9282,22,38,0.083333
0x57a6d062c1bd4982c90b109a896073e1c3ae985f,0x57a6d062c1bd4982c90b109a896073e1c3ae985f,,5,9,14,11,58,69,2,0.642857,0.722222,241.208427,0.000162,0.000005,0.000033,0,9283,4,128,0.108974
0xd68c2b3086f9d0e278b0e0aea23ed361fa7c28e1,0xd68c2b3086f9d0e278b0e0aea23ed361fa7c28e1,,0,10,10,0,837,837,1,1,1,0,0,0.000004,0.000028,0,10766,22,38,0
0xeee28d484628d41a82d01e21d12e2e78d69920da,0xeee28d484628d41a82d01e21d12e2e78d69920da,,4,319,323,44,152235,152279,1,1,1,11310.268919,0.000015,0.000316,0.000032,0,10424,24,25,0.001519
0x54c474fd5b203a70ec9e018a24fa8cf3d882a8c0,0x54c474fd5b203a70ec9e018a24fa8cf3d882a8c0,,0,10,10,0,6538,6538,1,1,1,0,0,0.000017,0.000028,0,10767,16,11,0
0x89eacd3f14e387faa9f3d1f3f917ebdf8221d430,0x89eacd3f14e387faa9f3d1f3f917ebdf8221d430,,0,7,7,0,1501,1501,7,0.238095,0.33836,0,0,0.000002,0.000028,0,10768,22,38,0.119048
0xb7605ddc0327406a7ac225b9de87865e22ac5927,0xb7605ddc0327406a7ac225b9de87865e22ac5927,,3,2,5,4,1656,1660,1,1,1,121.115748,0,0,0.000061,0,541,2,12,0
0x0d41f957181e584db82d2e316837b2de1738c477,0x0d41f957181e584db82d2e316837b2de1738c477,,2,10,12,2,1050,1052,5,0.344538,0.439837,45.333333,0,0.000003,0.000031,0,1183,22,38,0.172727
0x314e5699db4756138107ae7d7eeddf5708583ff5,0x314e5699db4756138107ae7d7eeddf5708583ff5,,3,12,15,4,671,675,1,1,1,6.763842,0.000121,0.000006,0.000032,0,8815,22,75,0.133333
0x30146933a3a0babc74ec0b3403bec69281ba5914,0x30146933a3a0babc74ec0b3403bec69281ba5914,,2,79,81,21,3333,3354,8,0.220091,0.23091,39528.663673,0.00004,0.000036,0.000036,0,10613,7,126,0.00571
0x0f901bb0199efc9ec59f3c885a44f3998f81a74b,0x0f901bb0199efc9ec59f3c885a44f3998f81a74b,,3,5,8,3,59161,59164,1,1,1,2794,0.000044,0,0.000036,0,4491,13,0,0
0xc2e0318f5f6ff4a9ae3ea2d02717f729786cde7d,0xc2e0318f5f6ff4a9ae3ea2d02717f729786cde7d,,7,12,19,63,81,144,8,0.219227,0.227675,1629.567976,0.000189,0.000007,0.000039,0,10613,24,106,0.108187
0x0010a75a2f4b938d843634256ec2f8540a6a3d37,0x0010a75a2f4b938d843634256ec2f8540a6a3d37,,0,5,5,0,377,377,1,1,1,0,0,0.000001,0.000028,0,10769,14,19,0
0x90acd8833171dd2a6b32922613e6075f482d7c6e,0x90acd8833171dd2a6b32922613e6075f482d7c6e,,1,10,11,3,119,122,1,1,1,1.825,0,0.000006,0.000028,0,10665,4,4,0.054545
0x0899632c2472aa630ef1d13075bfe5f97c1b7727,0x0899632c2472aa630ef1d13075bfe5f97c1b7727,,0,8,8,0,27,27,1,1,1,0,0,0.000006,0.000028,0,10770,4,50,0
0xce2dae844a2f473cb10e72ea5b5cd82ce1c86c76,0xce2dae844a2f473cb10e72ea5b5cd82ce1c86c76,,3,12,15,4,55,59,1,1,1,46.579424,0.000018,0.000017,0.000028,0,12,4,138,0.057143
0x2696fc48cc4c1902afc23f5ca3fe9a770f65e2df,0x2696fc48cc4c1902afc23f5ca3fe9a770f65e2df,,1,16,17,4,64,68,1,1,1,225.530142,0.000016,0.000016,0.000031,0,10377,7,100,0.044118
0xb31b856d5e69f37a56bc121f3fe1b333ebcd010e,0xb31b856d5e69f37a56bc121f3fe1b333ebcd010e,,0,5,5,0,14905,14905,1,1,1,0,0,0,0.000028,6,10772,15,39,0
0x864c56caf3797abeb010c4e8be54973f1cc93d20,0x864c56caf3797abeb010c4e8be54973f1cc93d20,,0,9,9,0,2089,2089,2,0.857143,0.916667,0,0,0.000002,0.000028,0,10774,22,38,0.083333
0x6ecbe2cba8adb756a7ac74beac87c422ead8d496,0x6ecbe2cba8adb756a7ac74beac87c422ead8d496,,18,21,39,300,1672,1972,8,0.193304,0.208711,93520.37514,0.000177,0.000031,0.000034,0,10613,7,96,0.221429
0xf62623dddaaa863957b53f36576b6d080967d8a1,0xf62623dddaaa863957b53f36576b6d080967d8a1,,0,7,7,0,16,16,7,0.28062,0.299194,0,0,0.000008,0.000028,0,10775,7,104,0.238095
0x67f09ad2e0c3c1b01704562f87557b40a38a087d,0x67f09ad2e0c3c1b01704562f87557b40a38a087d,,1,21,22,1,772,773,2,0.75,0.833333,2796,0.000015,0.000034,0.000028,0,10504,24,58,0.041126
0xbe189ab53e9ed61eab5174cc6d9026f4e2f905a8,0xbe189ab53e9ed61eab5174cc6d9026f4e2f905a8,,1,3,4,1,117,118,7,0.280604,0.299081,307.997948,0,0.000002,0.000028,0,10613,7,135,0.166667
0x117f6ac1d8476c5d99b6514e2b370fed3ade441e,0x117f6ac1d8476c5d99b6514e2b370fed3ade441e,,1,5,6,1,331,332,1,1,1,161.538462,0.000011,0.000011,0.000034,0,826,7,113,0
0xc4d0ee5b642d3b429c58cc4d10bdcd92312ac180,0xc4d0ee5b642d3b429c58cc4d10bdcd92312ac180,,3,17,20,13,49,62,2,0.904762,0.947368,1100.666679,0.000031,0.000009,0.000032,0,10115,24,80,0.044737
0x80cfd274937d40c5e3d0e910a81d3330f3c10898,0x80cfd274937d40c5e3d0e910a81d3330f3c10898,,3,2,5,4,620,624,1,1,1,0,0,0.000001,0.000041,0,10617,22,38,0.4
0xb2cc3cdd53fc9a1aeaf3a68edeba2736238ddc5d,0xb2cc3cdd53fc9a1aeaf3a68edeba2736238ddc5d,,4,32,36,17,510,527,2,0.785714,0.863636,14,0,0.000044,0.00003,0,10777,4,136,0.053968
0xed9878336d5187949e4ca33359d2c47c846c9dd3,0xed9878336d5187949e4ca33359d2c47c846c9dd3,,1,2,3,1,1262,1263,1,1,1,0,0,0.000001,0.000032,0,10619,22,38,0.333333
0x9f3e5af4215d6da4abbfb5cb99fa976b2236f536,0x9f3e5af4215d6da4abbfb5cb99fa976b2236f536,,0,6,6,0,11,11,1,1,1,0,0,0.000005,0.000028,0,10778,4,45,0
0xf4ac3f34801cc7d512454f3486315422f6c10635,0xf4ac3f34801cc7d512454f3486315422f6c10635,,3,4,7,7,215,222,1,1,1,0.372671,0.006282,0.000002,0.000028,0,4647,22,38,0.142857
0xe13fa7b5f5c72d68f4a915fa76afa2f2d6e75010,0xe13fa7b5f5c72d68f4a915fa76afa2f2d6e75010,,5,1,6,115,1,116,1,1,1,1.666667,0.015403,0,0.000028,0,8314,27,29,0
0x838d4eba84b2ac0efd24d2a35cb942293938b0ad,0x838d4eba84b2ac0efd24d2a35cb942293938b0ad,,0,11,11,0,100,100,1,1,1,0,0,0.000002,0.000028,0,10779,4,128,0
0x82179a7a1e28dddb373a1a9bbf411df9764fbc69,0x82179a7a1e28dddb373a1a9bbf411df9764fbc69,,1,7,8,1,9,10,7,0.28061,0.299153,0,0.000121,0.000011,0.000028,0,10613,7,124,0.392857
0x7ed1e469fcb3ee19c0366d829e291451be638e59,Wallet App Freewallet.org,,11,296,307,568,2331,2899,7,0.427009,0.458982,19629077.077795,0.00004,0.001172,0.000031,0,10613,24,0,0.020981
0xee1e33029c2104993e4536be502990284e77080d,0xee1e33029c2104993e4536be502990284e77080d,,8,31,39,18,118,136,8,0.219504,0.228928,209280.14821,0.000062,0.000018,0.000041,0,10613,4,80,0.096847
0x279ba53a1ad77793544eaf2ac7398a7bd7361aaa,0x279ba53a1ad77793544eaf2ac7398a7bd7361aaa,,4,18,22,4,77,81,1,1,1,334.612644,0.000153,0.000019,0.000031,0,8840,4,125,0.080087
0x2533f2c701c7678f48f01c3ed077007426354029,0x2533f2c701c7678f48f01c3ed077007426354029,,5,20,25,6,134,140,1,1,1,901.856071,0.000152,0.00001,0.000035,0,9089,4,118,0.055
0xe408f784458ea8becf9f12872ea78f10e06cfba8,0xe408f784458ea8becf9f12872ea78f10e06cfba8,,1,9,10,2,34,36,2,0.604651,0.673077,8.011364,0,0.000003,0.000029,0,9195,4,51,0.055556
0xb565fd875d089ae7abff5e75b09b136d8d2c09f1,0xb565fd875d089ae7abff5e75b09b136d8d2c09f1,,5,2,7,11,15,26,1,1,1,40.622184,0.003096,0.000001,0.000035,0,830,22,95,0
0x0572e70ddb7adb51e22b0b7d21165ab06a9f5cc2,0x0572e70ddb7adb51e22b0b7d21165ab06a9f5cc2,,0,4,4,0,520,520,1,1,1,0,0,0.000005,0.000028,0,10780,7,48,0
0x2e20a7f13c5148cfa0436b379511eaec4b93dc29,0x2e20a7f13c5148cfa0436b379511eaec4b93dc29,,1,23,24,1,419,420,7,0.280665,0.299503,0.601201,0.000121,0.00004,0.000028,0,10613,7,25,0.177536
0x5576c08720cb406325cf048182ec8ad8eca9d10b,0x5576c08720cb406325cf048182ec8ad8eca9d10b,,4,2,6,18,27,45,1,1,1,0.364389,0.012322,0.000001,0.000028,0,5046,22,29,0
0x0429c8d18b916dffa9d3ac0bc56d34d9014456ef,0x0429c8d18b916dffa9d3ac0bc56d34d9014456ef,,3,12,15,3,3638,3641,2,0.8,0.875,3209.278792,0.000016,0.000005,0.000034,0,1182,22,38,0.133333
0xfeeaa6a2ae0d4a15e947afc71dc249a29dc2778d,0xfeeaa6a2ae0d4a15e947afc71dc249a29dc2778d,,5,36,41,16,204,220,8,0.219497,0.22911,42408.322367,0.000151,0.00002,0.000035,0,10613,4,101,0.056005
0x75771dedde9707fbb78d9f0dbdc8a4d4e7784794,0x75771dedde9707fbb78d9f0dbdc8a4d4e7784794,,3,18,21,11,3943,3954,6,0.295302,0.434848,4986.571579,0.000031,0.000011,0.000034,0,10398,22,38,0.092857
0xcbbc5d06be48b9b1d90a8e787b4d42bc4a3b74a8,0xcbbc5d06be48b9b1d90a8e787b4d42bc4a3b74a8,,5,8,13,7,95,102,1,1,1,126.837585,0.000057,0.000005,0.000032,0,9400,4,16,0.108974
0x3dd48ad861f0b77d1312f9c95a13e52871ca95e0,0x3dd48ad861f0b77d1312f9c95a13e52871ca95e0,,5,22,27,5,47,52,8,0.219403,0.228487,1114.167316,0.000145,0.000025,0.000033,0,10613,24,142,0.087692
0x2b056ef5dce8cae3e6a62839b00ca4234538383b,0x2b056ef5dce8cae3e6a62839b00ca4234538383b,,2,10,12,17,250,267,7,0.280622,0.299231,12835,0,0.000009,0.000031,0,10613,7,117,0.30303
0xec9f4a83813f83b9da7812128f076cbb66c61cec,0xec9f4a83813f83b9da7812128f076cbb66c61cec,,4,12,16,6,30,36,1,1,1,1634.03878,0.000046,0.000005,0.000037,0,9204,4,17,0.095833
0x129955a73aceb78a4c77dc2b968ce3f9f84db1c9,0x129955a73aceb78a4c77dc2b968ce3f9f84db1c9,,2,8,10,3,13,16,1,1,1,795.030864,0.000018,0.000008,0.000031,0,9965,10,63,0.088889
0x21639a426a07498c4e7157ba909f92da2d57ce87,0x21639a426a07498c4e7157ba909f92da2d57ce87,,0,16,16,0,51,51,1,1,1,0,0,0.000014,0.000028,0,10781,4,54,0
0xca59b2035a32dd673ed1bbddd0908341de171663,0xca59b2035a32dd673ed1bbddd0908341de171663,,3,6,9,14,9,23,1,1,1,7.965336,0.000926,0.000002,0.000028,0,2575,27,70,0
0x7c00c9f0e7aed440c0c730a9bd9ee4f49de20d5c,0x7c00c9f0e7aed440c0c730a9bd9ee4f49de20d5c,,6,18,24,9,1569,1578,6,0.347458,0.494715,1660.227431,0.000181,0.000007,0.000032,0,1183,22,38,0.057312
0x381a17eb78501498fa183c81648b4165826e1af7,0x381a17eb78501498fa183c81648b4165826e1af7,,1,10,11,1,47,48,1,1,1,12.735392,0,0.000026,0.000029,0,9554,22,77,0
0x5c10c47b2d848e06a5dffa45b3bc10860797cdad,0x5c10c47b2d848e06a5dffa45b3bc10860797cdad,,1,6,7,3,23,26,1,1,1,5.216749,0,0.000005,0.000031,0,1920,4,63,0.071429
0xaec539a116fa75e8bdcf016d3c146a25bc1af93b,0xaec539a116fa75e8bdcf016d3c146a25bc1af93b,,3,8,11,7,303,310,1,1,1,348.785927,0.000157,0.000002,0.000036,0,417,22,30,0.036364
0xe9fcb29890572e5e02ac4893b7e1771740607d24,0xe9fcb29890572e5e02ac4893b7e1771740607d24,,3,5,8,7,71,78,1,1,1,142.120315,0.000143,0.000005,0.000031,0,9295,24,100,0.196429
0x45997c35e6ea6a1f138375ed2daf2a635da954b4,0x45997c35e6ea6a1f138375ed2daf2a635da954b4,,1,4,5,1,150,151,1,1,1,0.005706,0.000015,0.000002,0.000028,0,10454,4,84,0
0x66090998e72eb85ad624bef10f4337d4351e0c78,0x66090998e72eb85ad624bef10f4337d4351e0c78,,15,11,26,128,2000,2128,1,1,1,963.400924,0.000311,0.000009,0.000042,0,525,4,75,0.115385
0x2fcc020f72e5d2edd2a24d04f3dc90d7fdfbd1dd,0x2fcc020f72e5d2edd2a24d04f3dc90d7fdfbd1dd,,2,19,21,4,130,134,1,1,1,17.957329,0.000003,0.00001,0.000028,0,4143,4,24,0.009524
0xd32d79835aa4e9aab5740f4d0c1c4d95a4998a65,0xd32d79835aa4e9aab5740f4d0c1c4d95a4998a65,,1,15,16,1,64,65,1,1,1,18.668854,0.000309,0.000012,0.000028,0,1347,4,63,0
0xedc915f8b2d423ab78835d3e9543489b173fb5ab,0xedc915f8b2d423ab78835d3e9543489b173fb5ab,,1,10,11,1,286,287,2,0.857143,0.916667,2,0,0.000006,0.000031,0,10782,22,38,0.077778
0xba034dcfd0735ae3c5dad25ccb8e0e25bbf28788,0xba034dcfd0735ae3c5dad25ccb8e0e25bbf28788,,1,12,13,1,47,48,1,1,1,714.246152,0.000016,0.000009,0.000031,0,10028,4,17,0.032051
0xa53a13a80d72a855481de5211e7654fabdfe3526,0xa53a13a80d72a855481de5211e7654fabdfe3526,,4,16,20,6,32,38,2,0.923077,0.958333,360.702139,0.000042,0.000022,0.000034,0,9975,4,102,0.070175
0x7d3e2d29c0f77d35e470942e10aed8f3a6a596fe,0x7d3e2d29c0f77d35e470942e10aed8f3a6a596fe,,0,5,5,0,9,9,1,1,1,0,0,0.000005,0.000028,0,10783,4,138,0
0xce2f4e757bb0175fef1463dd28da033d29fe2a68,0xce2f4e757bb0175fef1463dd28da033d29fe2a68,,6,39,45,29,1530,1559,8,0.219959,0.229957,23109.981707,0.000007,0.000019,0.00003,0,10613,4,77,0.058072
0x8b104344f397afc33ee55c743a0fbd7d956201cd,0x8b104344f397afc33ee55c743a0fbd7d956201cd,,0,6,6,0,38,38,3,0.483871,0.622222,0,0,0.000007,0.000028,0,10784,22,46,0.033333
0x491cf7629a2397eb738a120fb13fa44bdbdc0e44,0x491cf7629a2397eb738a120fb13fa44bdbdc0e44,,0,17,17,0,62,62,1,1,1,0,0,0.000006,0.000028,0,10785,4,117,0
0x65e44324f5a4edb9fa333b1e0185975641cd5029,0x65e44324f5a4edb9fa333b1e0185975641cd5029,,6,14,20,15,417,432,1,1,1,4566.380245,0.003139,0.000008,0.000037,0,884,4,27,0.047368
0xd8f515dad06a9f5b2cc761e5a108aa3eeb70c2b9,0xd8f515dad06a9f5b2cc761e5a108aa3eeb70c2b9,,0,9,9,0,70,70,1,1,1,0,0,0.000008,0.000028,0,10786,4,101,0
0xfbf2173154f7625713be22e0504404ebfe021eae,0xfbf2173154f7625713be22e0504404ebfe021eae,,1,5,6,2,1450,1452,1,1,1,90.652174,0.000025,0.000014,0.000036,0,8743,7,123,0
0xacf14ab404274b72e919f22ae4638f52797833a3,0xacf14ab404274b72e919f22ae4638f52797833a3,,2,18,20,2,124,126,1,1,1,420.670481,0.000031,0.000009,0.000031,0,9878,4,121,0.023684
0xe8723d26ad5f7ff4ea8902d235f0a8f8b8802f6d,0xe8723d26ad5f7ff4ea8902d235f0a8f8b8802f6d,,0,6,6,0,483,483,1,1,1,0,0,0,0.000028,0,10787,22,38,0
0x11b6b351535e7b846d8300a7e0bf2e9cbeb47dc3,0x11b6b351535e7b846d8300a7e0bf2e9cbeb47dc3,,7,25,32,20,89,109,2,0.815789,0.887097,816.613192,0.00017,0.000014,0.000033,0,4124,4,9,0.064516
0x0524c91701fcc461c90b3120769b5f295f706a16,0x0524c91701fcc461c90b3120769b5f295f706a16,,0,11,11,0,245,245,1,1,1,0,0,0.000006,0.000028,0,10788,22,38,0
